Instrument,sample_id,reference_session,p_up,beta,primary_group,active_membership,model_row_available,price_gate_pass,price_history_gate_pass,quote_history_gate_pass,liquidity_gate_pass,spread_gate_pass,risk_gate_pass,model_gate_pass,execution_close_pass,execution_quote_pass,source_entry_trade_eligible,pretrade_eligible,pretrade_reason_codes,execution_reason_codes,rank,formation_session
TSLA.OQ,2a5d2e7c944752289fb700ca,2021-03-04,0.7133840858857295,2.193221119860344,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-03-05
TER.OQ,6f26a5aac14fc985897a6882,2021-03-04,0.6256719466567351,1.5985857945042758,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-03-05
ROK.N,5a661d7d311173b84528e9a8,2021-03-04,0.5044187817090272,0.802932834314305,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2021-03-05
HON.OQ,d16c167df8cc0cbee37b6271,2021-03-04,0.5352712956371828,1.0241329854159504,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2021-03-05
ISRG.OQ,364d69ef31aa5bf5283d0689,2021-03-04,0.5494249997685834,1.3129799296937692,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2021-03-05
ZBRA.OQ,f75dfee109957c6c087b0403,2021-03-04,0.5574613824005978,1.3035575123732448,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-03-05
TRMB.OQ,a1a979d20c83acace9017399,2021-03-04,0.6439209930588596,1.4206638866195112,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2021-03-05
APTV.N,24eb644aab675c8635bb8410,2021-03-04,0.5980487639445613,1.2469505714029177,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2021-03-05
NVDA.OQ,1b45645931c7d4e96171fde5,2021-04-05,0.4809219825241357,1.5388328278590973,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2021-04-06
AMD.OQ,6ddd3494649b9d5f0af9ea75,2021-04-05,0.4724166343992025,1.4214945699847628,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2021-04-06
AVGO.OQ,b42eed9770a98dbceffe3b68,2021-04-05,0.49805223474732985,1.4613550861485105,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2021-04-06
INTC.OQ,6edb5a6f5740e8cbe0d9d947,2021-04-05,0.5165228970610168,1.3104052491565044,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2021-04-06
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-04-06
QCOM.OQ,5fd6c049cad0f445880f0b35,2021-04-05,0.46563227974139293,1.5669619213553103,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2021-04-06
TXN.OQ,a10c1f6ed68cf79f7958132f,2021-04-05,0.43930083052672675,1.4699344578891187,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2021-04-06
ADI.OQ,530ecf506e51163a7bf60e79,2021-04-05,0.45276145513740496,1.4441115983201347,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2021-04-06
NXPI.OQ,cca232fbce7be0a4d28b6d22,2021-04-05,0.36768430165227084,1.7539801686411314,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2021-04-06
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-04-06
MPWR.OQ,368bbccb85fe4a5a443b5f68,2021-04-05,0.3615548552270082,1.7949589027002415,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2021-04-06
MU.OQ,4974a72b478727f7d0d808a6,2021-04-05,0.4710038345611916,1.6612253096376,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2021-04-06
WDC.OQ,e07d6a020e7dbf884ced11d8,2021-04-05,0.4769123569747125,1.3417886563691792,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2021-04-06
STX.OQ,97ac54b1eb1b6ef5d806046e,2021-04-05,0.4830027622227212,0.6264665651621374,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2021-04-06
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-04-06
NTAP.OQ,b7d20cedd8f93683b5efa942,2021-04-05,0.48594092363064056,1.2122941725952916,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2021-04-06
HPE.N,7a0eaff9867cac40a4090399,2021-04-05,0.5881683086816674,1.0065164230145185,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-04-06
DELL.N,59aad939e9c20ec23de37637,2021-04-05,0.5529249366308355,1.0326569646935018,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2021-04-06
ANET.N,07babdcfcb69005e50165c87,2021-04-05,0.5389390102823646,1.190813914021394,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2021-04-06
CSCO.OQ,19156a3a8289e51d6b8bff7f,2021-04-05,0.5644750020104098,0.8775511369674718,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2021-04-06
JNPR.N^G25,f0c74aea4e2c09f4a1a5c6d6,2021-04-05,0.5317678636192281,0.7489223649958551,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2021-04-06
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-04-06
MSFT.OQ,8f0fe568e430b8961cc259a6,2021-04-05,0.5042930944810835,1.1677480501551616,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2021-04-06
AMZN.OQ,a6a18af594c002f01a9a0475,2021-04-05,0.4928290720391585,1.1799665098066416,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2021-04-06
GOOG.OQ,457d8e86fde0d5e80edc03ee,2021-04-05,0.4570767253218971,1.2857090113937797,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2021-04-06
META.OQ,1ff2e528d343cf57c848040a,2021-04-05,0.43054010671403037,1.3635661594525443,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2021-04-06
ORCL.N,5b7956a78f0c8dadfdd4933f,2021-04-05,0.4473193851134831,0.5393955779289399,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2021-04-06
IBM.N,33e5c7992a97cf22cc126a7d,2021-04-05,0.5032978757515545,0.6694737784924575,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-04-06
NOW.N,0b34d4b3f6d8e02e3951546f,2021-04-05,0.46032835600560557,1.285253281722024,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-04-06
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-04-06
SNPS.OQ,94c585c3c724ba7ae009dec6,2021-04-05,0.3846431279407175,1.454050587399565,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2021-04-06
CDNS.OQ,891e08c685f1e22facb3e3f7,2021-04-05,0.36469653947465985,1.3958108226288617,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2021-04-06
EQIX.OQ,2a0a65f102735e69409c8d57,2021-04-05,0.4289604999899805,0.6142527688326852,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2021-04-06
DLR.N,9112e030eb55a2d05bdef922,2021-04-05,0.46241316222810314,0.231718214562487,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2021-04-06
AMT.N,fb26de790380d818aa44db64,2021-04-05,0.4382593516500658,0.6647825817045605,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2021-04-06
IRM.N,85667db2c6f62372df542258,2021-04-05,0.47736107717657256,0.159511336766243,data_center_power_cooling,True,True,True,True,True,False,True,True,True,True,True,True,False,LIQUIDITY_GATE,OK,,2021-04-06
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-04-06
ETN.N,69a5585d96a408e385a7f0fa,2021-04-05,0.4807677419887823,0.8314200958397119,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2021-04-06
TT.N,63b55b7204033e970496606a,2021-04-05,0.4999720398318551,0.7809706329030105,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2021-04-06
JCI.N,ba55ba6adc568d60f2b42e61,2021-04-05,0.5465178988242895,0.6645324925387722,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2021-04-06
CARR.N,4e43f58514b7168db10b6f16,2021-04-05,0.48260997922616966,1.0104910906834217,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2021-04-06
TSLA.OQ,81b9430da99eade3bd2f0f36,2021-04-05,0.27186043176849795,1.888271010475684,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2021-04-06
TER.OQ,74d1293d5301f8d90885440e,2021-04-05,0.2944990910700528,1.8797382152093292,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2021-04-06
ROK.N,f541b4e84e239e3f8865be83,2021-04-05,0.48782501926499056,0.7536443908464999,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2021-04-06
HON.OQ,8ffdfc6356b2820a3e8038e7,2021-04-05,0.5265740035131361,1.0012926246958718,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2021-04-06
ISRG.OQ,c114cd020acb931736dafdf6,2021-04-05,0.4181140533376644,1.2925144925157133,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2021-04-06
ZBRA.OQ,6493cf353c81cf26e683ccdb,2021-04-05,0.5055806440145189,1.1657435345737748,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2021-04-06
TRMB.OQ,350e22b4479d4555bf5c13e8,2021-04-05,0.36526747681968247,1.5519786180566049,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-04-06
APTV.N,668b4d281ef2d7498b258200,2021-04-05,0.4825774438696765,1.3240446451227823,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2021-04-06
NVDA.OQ,ff52c380086d2041654d3ec6,2021-05-04,0.7256921846005844,1.640864061677842,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2021-05-05
AMD.OQ,9c54ca0adbd66573b41362cb,2021-05-04,0.6556644408741019,1.6411442928293731,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2021-05-05
AVGO.OQ,4931488056f8e08fe2808fa2,2021-05-04,0.6852439070503702,1.6227275470490805,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2021-05-05
INTC.OQ,c545cde48287699d71bc1338,2021-05-04,0.6796013779494894,1.484049068054427,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2021-05-05
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-05-05
QCOM.OQ,fffc5bf238174b4971e8a56a,2021-05-04,0.6813108508883696,1.7961003944947334,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2021-05-05
TXN.OQ,1470c9c751536f97d38ac7b3,2021-05-04,0.6556331242920845,1.6252369170042271,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2021-05-05
ADI.OQ,585c750c2bc023153c58616b,2021-05-04,0.6366205366582743,1.5819400433800503,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2021-05-05
NXPI.OQ,5a4f5137d1cc5292b0f06394,2021-05-04,0.6591875899759847,2.005187957179837,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2021-05-05
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-05-05
MPWR.OQ,54139467af4bfda9cf606847,2021-05-04,0.7123053471599531,2.0552557376273377,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2021-05-05
MU.OQ,4d0ee3318b720515612ea0ba,2021-05-04,0.6672002994528878,1.9961399548764696,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2021-05-05
WDC.OQ,8de5b18be555be63d6b4b081,2021-05-04,0.733832646990527,1.672966406181077,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-05-05
STX.OQ,5dcf214ef41df96104cef3b4,2021-05-04,0.7184332621740742,0.785029535746933,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2021-05-05
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-05-05
NTAP.OQ,bbfcbca7ed450489482c7a87,2021-05-04,0.5752188463266374,1.242933749961682,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2021-05-05
HPE.N,fb889b07d604def1c89eccd7,2021-05-04,0.7020556198536742,0.8893703163328949,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2021-05-05
DELL.N,24dce0e493b8ae043de2314e,2021-05-04,0.682895339143143,1.0958778837442082,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2021-05-05
ANET.N,f07706bb56d437e49b9e6db9,2021-05-04,0.70067403479504,1.3818839377614562,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2021-05-05
CSCO.OQ,5f2fdb16716fea068daa6a23,2021-05-04,0.6726858700170567,0.8852945037238024,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2021-05-05
JNPR.N^G25,7373298551810cfe72c716bd,2021-05-04,0.5793968811312549,0.6793430998777288,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-05-05
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-05-05
MSFT.OQ,67324ad5fa20497e942a8fd0,2021-05-04,0.7022976990094784,1.1023319083707697,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2021-05-05
AMZN.OQ,568b74c322fac12303c0281e,2021-05-04,0.7012636413939239,1.0967688900352282,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2021-05-05
GOOG.OQ,c39e962250abc0013d5ddf37,2021-05-04,0.6754663336723876,1.270225004823914,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2021-05-05
META.OQ,1c6c7263d83aef4930d13490,2021-05-04,0.6264494761305541,1.2947636241753004,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2021-05-05
ORCL.N,4e14f92cecdc10468e60f547,2021-05-04,0.5527974711159199,0.3956889657423554,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2021-05-05
IBM.N,62f77ab0d7681f327f72f5ca,2021-05-04,0.6062308694261587,0.6192355849216189,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2021-05-05
NOW.N,21b56cf514b340da997f3045,2021-05-04,0.6749468888819329,1.3663145608287148,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2021-05-05
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-05-05
SNPS.OQ,3e3e16d4cdaf5ab48e4f9fda,2021-05-04,0.6538741662712116,1.667017108184388,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2021-05-05
CDNS.OQ,9d6b99fe46ced481e59f1f04,2021-05-04,0.6466347595010172,1.561631490641416,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-05-05
EQIX.OQ,9216a8a2e76662a70d955b27,2021-05-04,0.51912083126827,0.6403263020878492,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2021-05-05
DLR.N,0739f5f72d723a30cf0579af,2021-05-04,0.5361126337417814,0.1573465127699156,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2021-05-05
AMT.N,14b850f562b805d48795696f,2021-05-04,0.6258861246941657,0.6712898578759641,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2021-05-05
IRM.N,1a80df8aba4dad29e7f68a00,2021-05-04,0.6363574821075293,-0.0413478989598352,data_center_power_cooling,True,True,True,True,True,False,True,True,True,True,True,True,False,LIQUIDITY_GATE,OK,,2021-05-05
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-05-05
ETN.N,f110cd2e4ffdf93d75721665,2021-05-04,0.6509259480815107,0.8331775474702585,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2021-05-05
TT.N,7b7a54456e67bd7ef51f4e55,2021-05-04,0.6057807825536254,0.9692568420954538,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2021-05-05
JCI.N,6a821bba2b7c5f5b531fde8d,2021-05-04,0.6503731861009486,0.6127494818877162,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2021-05-05
CARR.N,23e7df998f6748be28e3b69b,2021-05-04,0.682871064657496,1.0595967421718042,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-05-05
TSLA.OQ,afc7dca1a6df95daae9694c6,2021-05-04,0.6113823655918664,2.023372874783108,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2021-05-05
TER.OQ,4f9aedb38892a4251bc55ddd,2021-05-04,0.6344789731834097,2.3063894295845526,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2021-05-05
ROK.N,8f576dbf426047b3bfb7ceb5,2021-05-04,0.6155330338549061,0.8262877011914024,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2021-05-05
HON.OQ,fca8430082336833ba7c44a8,2021-05-04,0.5894917484875922,0.9544223662750898,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2021-05-05
ISRG.OQ,4cc7c1f921b32b7ed9f38648,2021-05-04,0.6201286212563669,1.3825193842604035,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2021-05-05
ZBRA.OQ,13c89d1ccee529f50735e454,2021-05-04,0.6482653213889656,1.26039158559171,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2021-05-05
TRMB.OQ,7f24b14c571c8697956b7b3f,2021-05-04,0.681486298521973,1.6317907254732769,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2021-05-05
APTV.N,a70a9f37a6d2df1411a37605,2021-05-04,0.6544067286615126,1.4010541690565088,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2021-05-05
